vessel,n,start_utc,end_utc,start_lat,start_lon,end_lat,end_lon
Pelican,9,01-Jul-2021 20:48:16,01-Jul-2021 23:50:46,28.9031,-91.7687,28.9347,-91.8368
Walton_Smith,9,01-Jul-2021 21:12:44,02-Jul-2021 00:06:26,28.9032,-91.7873,28.9303,-91.8384
Pelican,10,01-Jul-2021 23:50:46,02-Jul-2021 01:05:39,28.9347,-91.8368,28.9658,-91.7531
Polly,10,02-Jul-2021 00:06:23,02-Jul-2021 01:30:54,28.9321,-91.8377,28.9692,-91.7628
Walton_Smith,10,02-Jul-2021 00:06:26,02-Jul-2021 01:27:37,28.9303,-91.8384,28.9692,-91.7644
Pelican,11,02-Jul-2021 01:22:31,02-Jul-2021 06:42:48,28.9678,-91.7524,28.7532,-91.8170
Walton_Smith,11,02-Jul-2021 01:27:37,02-Jul-2021 06:42:33,28.9692,-91.7644,28.7544,-91.8278
Polly,11,02-Jul-2021 01:30:54,02-Jul-2021 06:39:34,28.9692,-91.7628,28.7547,-91.8223
Polly,12,02-Jul-2021 06:39:34,02-Jul-2021 11:48:45,28.7547,-91.8223,28.9998,-91.7505
Walton_Smith,12,02-Jul-2021 06:42:33,02-Jul-2021 11:47:58,28.7544,-91.8278,29.0060,-91.7521
Pelican,12,02-Jul-2021 06:42:48,02-Jul-2021 11:48:13,28.7532,-91.8170,29.0055,-91.7430
Walton_Smith,13,02-Jul-2021 11:47:58,02-Jul-2021 15:05:29,29.0060,-91.7521,28.8572,-91.7972
Pelican,13,02-Jul-2021 11:48:13,02-Jul-2021 15:10:13,29.0055,-91.7430,28.8489,-91.7894
Polly,13,02-Jul-2021 11:48:45,02-Jul-2021 15:14:01,28.9998,-91.7505,28.8494,-91.7946
Aries,14,02-Jul-2021 15:05:17,02-Jul-2021 18:44:39,28.8572,-91.7971,29.0093,-91.7614
Walton_Smith,14,02-Jul-2021 15:05:29,02-Jul-2021 18:46:40,28.8572,-91.7972,29.0089,-91.7516
Pelican,14,02-Jul-2021 15:10:13,02-Jul-2021 18:49:52,28.8489,-91.7894,29.0092,-91.7419
Polly,14,02-Jul-2021 15:14:01,02-Jul-2021 18:44:39,28.8494,-91.7946,29.0074,-91.7476
Aries,15,02-Jul-2021 18:44:39,02-Jul-2021 23:00:49,29.0093,-91.7614,28.8293,-91.8152
Polly,15,02-Jul-2021 18:44:39,02-Jul-2021 22:44:49,29.0074,-91.7476,28.8465,-91.7992
Walton_Smith,15,02-Jul-2021 18:46:40,02-Jul-2021 22:38:13,29.0089,-91.7516,28.8458,-91.7996
Pelican,15,02-Jul-2021 18:49:52,02-Jul-2021 22:48:42,29.0092,-91.7419,28.8361,-91.7969
Walton_Smith,16,02-Jul-2021 22:38:13,03-Jul-2021 02:41:20,28.8458,-91.7996,29.0011,-91.7528
Pelican,16,02-Jul-2021 22:48:42,03-Jul-2021 02:41:57,28.8361,-91.7969,28.9995,-91.7447
Aries,16,02-Jul-2021 23:00:49,03-Jul-2021 02:38:29,28.8293,-91.8152,29.0026,-91.7526
Aries,17,03-Jul-2021 02:38:29,03-Jul-2021 06:19:34,29.0026,-91.7526,28.8596,-91.7912
Walton_Smith,17,03-Jul-2021 02:41:20,03-Jul-2021 06:21:13,29.0011,-91.7528,28.8609,-91.7956
Pelican,17,03-Jul-2021 02:41:57,03-Jul-2021 06:21:39,28.9995,-91.7447,28.8588,-91.7860
Aries,18,03-Jul-2021 06:19:34,03-Jul-2021 09:59:13,28.8596,-91.7912,29.0106,-91.7477
Walton_Smith,18,03-Jul-2021 06:21:13,03-Jul-2021 10:02:36,28.8609,-91.7956,29.0120,-91.7495
Pelican,18,03-Jul-2021 06:21:39,03-Jul-2021 09:58:07,28.8588,-91.7860,29.0097,-91.7410
Pelican,19,03-Jul-2021 09:58:07,03-Jul-2021 14:10:40,29.0097,-91.7410,28.8238,-91.7968
Aries,19,03-Jul-2021 09:59:13,03-Jul-2021 14:07:05,29.0106,-91.7477,28.8294,-91.7999
Walton_Smith,19,03-Jul-2021 10:02:36,03-Jul-2021 13:48:18,29.0120,-91.7495,28.8443,-91.8002
Pelican,20,03-Jul-2021 14:10:40,03-Jul-2021 18:17:38,28.8238,-91.7968,28.9936,-91.7467
Polly,20,03-Jul-2021 14:22:23,03-Jul-2021 18:15:09,28.8399,-91.7896,28.9980,-91.7511
Aries,20,03-Jul-2021 14:25:41,03-Jul-2021 18:14:37,28.8358,-91.7981,28.9998,-91.7654
Walton_Smith,20,03-Jul-2021 14:32:57,03-Jul-2021 18:15:59,28.8420,-91.8003,28.9986,-91.7543
Aries,21,03-Jul-2021 18:14:37,03-Jul-2021 23:47:35,28.9998,-91.7654,28.7312,-91.8430
Polly,21,03-Jul-2021 18:15:09,03-Jul-2021 23:37:38,28.9980,-91.7511,28.7315,-91.8274
Walton_Smith,21,03-Jul-2021 18:15:59,03-Jul-2021 23:40:16,28.9986,-91.7543,28.7315,-91.8336
Walton_Smith,22,04-Jul-2021 01:12:16,04-Jul-2021 05:44:22,28.7440,-91.8272,28.9168,-91.7789
Aries,22,04-Jul-2021 01:19:46,04-Jul-2021 05:42:48,28.7337,-91.8399,28.9169,-91.7846
Polly,22,04-Jul-2021 01:26:04,04-Jul-2021 05:43:00,28.7424,-91.8210,28.9162,-91.7739
Aries,23,04-Jul-2021 05:42:48,04-Jul-2021 08:17:28,28.9169,-91.7846,28.7940,-91.8207
Pelican,23,04-Jul-2021 05:42:50,04-Jul-2021 08:19:43,28.9153,-91.7696,28.7915,-91.8055
Polly,23,04-Jul-2021 05:43:00,04-Jul-2021 08:17:30,28.9162,-91.7739,28.7933,-91.8100
Walton_Smith,23,04-Jul-2021 05:44:22,04-Jul-2021 08:18:40,28.9168,-91.7789,28.7935,-91.8152
Aries,24,04-Jul-2021 08:17:28,04-Jul-2021 10:52:34,28.7940,-91.8207,28.9156,-91.7850
Polly,24,04-Jul-2021 08:17:30,04-Jul-2021 10:52:31,28.7933,-91.8100,28.9131,-91.7751
Walton_Smith,24,04-Jul-2021 08:18:40,04-Jul-2021 10:53:19,28.7935,-91.8152,28.9137,-91.7813
Pelican,24,04-Jul-2021 08:19:43,04-Jul-2021 10:46:19,28.7915,-91.8055,28.9073,-91.7720
Pelican,25,04-Jul-2021 10:46:19,04-Jul-2021 14:35:11,28.9073,-91.7720,28.7401,-91.8208
Polly,25,04-Jul-2021 10:52:31,04-Jul-2021 14:34:38,28.9131,-91.7751,28.7404,-91.8254
Aries,25,04-Jul-2021 10:52:34,04-Jul-2021 14:34:46,28.9156,-91.7850,28.7422,-91.8356
Walton_Smith,25,04-Jul-2021 10:53:19,04-Jul-2021 14:28:14,28.9137,-91.7813,28.7457,-91.8289
Walton_Smith,26,04-Jul-2021 14:28:14,04-Jul-2021 17:50:06,28.7457,-91.8289,28.8894,-91.7874
Polly,26,04-Jul-2021 14:34:38,04-Jul-2021 17:49:31,28.7404,-91.8254,28.8871,-91.7825
Aries,26,04-Jul-2021 14:34:46,04-Jul-2021 17:49:25,28.7422,-91.8356,28.8910,-91.7924
Pelican,26,04-Jul-2021 14:35:11,04-Jul-2021 17:46:09,28.7401,-91.8208,28.8805,-91.7801
Pelican,27,04-Jul-2021 17:46:09,04-Jul-2021 21:15:17,28.8805,-91.7801,28.7217,-91.8266
Aries,27,04-Jul-2021 17:49:25,04-Jul-2021 20:56:57,28.8910,-91.7924,28.7412,-91.8297
Polly,27,04-Jul-2021 17:49:31,04-Jul-2021 20:59:52,28.8871,-91.7825,28.7346,-91.8269
Walton_Smith,27,04-Jul-2021 17:50:06,04-Jul-2021 20:54:11,28.8894,-91.7874,28.7412,-91.8305
Pelican,28,04-Jul-2021 21:15:17,05-Jul-2021 01:22:22,28.7217,-91.8266,28.9237,-91.7655
Walton_Smith,28,04-Jul-2021 21:35:00,05-Jul-2021 01:16:12,28.7492,-91.8257,28.9276,-91.7742
Aries,28,04-Jul-2021 21:46:02,05-Jul-2021 01:17:19,28.7514,-91.8241,28.9341,-91.7795
Polly,28,04-Jul-2021 21:48:40,05-Jul-2021 01:13:56,28.7404,-91.8253,28.9284,-91.7706
Polly,29,05-Jul-2021 01:13:56,05-Jul-2021 04:02:01,28.9284,-91.7706,28.8091,-91.8163
Walton_Smith,29,05-Jul-2021 01:16:12,05-Jul-2021 04:03:35,28.9276,-91.7742,28.8069,-91.8123
Aries,29,05-Jul-2021 01:17:19,05-Jul-2021 04:01:57,28.9341,-91.7795,28.8078,-91.8057
Pelican,29,05-Jul-2021 01:22:22,05-Jul-2021 04:01:48,28.9237,-91.7655,28.8069,-91.8013
Pelican,30,05-Jul-2021 04:01:48,05-Jul-2021 07:11:51,28.8069,-91.8013,28.9474,-91.7600
Aries,30,05-Jul-2021 04:01:57,05-Jul-2021 07:10:19,28.8078,-91.8057,28.9477,-91.7647
Polly,30,05-Jul-2021 04:02:01,05-Jul-2021 07:10:15,28.8091,-91.8163,28.9486,-91.7753
Walton_Smith,30,05-Jul-2021 04:03:35,05-Jul-2021 07:13:21,28.8069,-91.8123,28.9489,-91.7687
Polly,31,05-Jul-2021 07:10:15,05-Jul-2021 10:52:44,28.9486,-91.7753,28.7794,-91.8248
Aries,31,05-Jul-2021 07:10:19,05-Jul-2021 10:52:35,28.9477,-91.7647,28.7774,-91.8144
Pelican,31,05-Jul-2021 07:11:51,05-Jul-2021 10:51:59,28.9474,-91.7600,28.7776,-91.8096
Walton_Smith,31,05-Jul-2021 07:13:21,05-Jul-2021 10:59:20,28.9489,-91.7687,28.7825,-91.8182
Pelican,32,05-Jul-2021 10:51:59,05-Jul-2021 14:57:07,28.7776,-91.8096,28.9487,-91.7595
Aries,32,05-Jul-2021 10:52:35,05-Jul-2021 14:58:35,28.7774,-91.8144,28.9497,-91.7643
Polly,32,05-Jul-2021 10:52:44,05-Jul-2021 14:58:43,28.7794,-91.8248,28.9529,-91.7743
Walton_Smith,32,05-Jul-2021 11:07:09,05-Jul-2021 15:01:59,28.7824,-91.8182,28.9511,-91.7687
Pelican,33,05-Jul-2021 14:57:07,05-Jul-2021 19:33:05,28.9487,-91.7595,28.7352,-91.8225
Aries,33,05-Jul-2021 14:58:35,05-Jul-2021 19:34:21,28.9497,-91.7643,28.7346,-91.8271
Polly,33,05-Jul-2021 14:58:43,05-Jul-2021 19:34:19,28.9529,-91.7743,28.7349,-91.8377
Walton_Smith,33,05-Jul-2021 15:01:59,05-Jul-2021 19:35:15,28.9511,-91.7687,28.7351,-91.8324
Pelican,34,05-Jul-2021 19:33:12,05-Jul-2021 23:31:24,28.7351,-91.8225,28.9264,-91.7663
Polly,34,05-Jul-2021 19:34:19,05-Jul-2021 23:20:23,28.7349,-91.8377,28.9206,-91.7837
Aries,34,05-Jul-2021 19:34:21,05-Jul-2021 23:45:31,28.7346,-91.8271,28.9374,-91.7677
Walton_Smith,34,05-Jul-2021 19:35:15,05-Jul-2021 23:31:54,28.7351,-91.8324,28.9206,-91.7788
Walton_Smith,35,05-Jul-2021 23:33:50,06-Jul-2021 01:03:27,28.9209,-91.7787,28.9355,-91.7719
Pelican,35,05-Jul-2021 23:35:27,06-Jul-2021 00:56:11,28.9284,-91.7660,28.9372,-91.7629
Aries,35,05-Jul-2021 23:45:31,06-Jul-2021 00:27:46,28.9374,-91.7677,28.9174,-91.7736
Aries,36,06-Jul-2021 00:57:09,06-Jul-2021 04:13:24,28.9344,-91.7687,28.7857,-91.8119
Polly,36,06-Jul-2021 00:59:25,06-Jul-2021 04:13:21,28.9338,-91.7720,28.7874,-91.8226
Pelican,36,06-Jul-2021 01:03:27,06-Jul-2021 04:09:10,28.9334,-91.7637,28.7893,-91.8063
Walton_Smith,36,06-Jul-2021 01:05:53,06-Jul-2021 04:12:24,28.9352,-91.7716,28.7874,-91.8168
Pelican,37,06-Jul-2021 04:13:06,06-Jul-2021 07:29:37,28.7863,-91.8068,28.9465,-91.7610
Polly,37,06-Jul-2021 04:13:21,06-Jul-2021 07:26:01,28.7874,-91.8226,28.9483,-91.7755
Aries,37,06-Jul-2021 04:13:24,06-Jul-2021 07:26:02,28.7857,-91.8119,28.9453,-91.7656
Walton_Smith,37,06-Jul-2021 04:14:15,06-Jul-2021 07:27:09,28.7862,-91.8173,28.9469,-91.7694
Polly,38,06-Jul-2021 07:26:01,06-Jul-2021 11:03:20,28.9483,-91.7755,28.7695,-91.8278
Aries,38,06-Jul-2021 07:26:02,06-Jul-2021 11:10:09,28.9453,-91.7656,28.7676,-91.8174
Walton_Smith,38,06-Jul-2021 07:27:09,06-Jul-2021 11:10:59,28.9469,-91.7694,28.7675,-91.8236
Pelican,38,06-Jul-2021 07:29:37,06-Jul-2021 11:03:26,28.9465,-91.7610,28.7676,-91.8122
Polly,39,06-Jul-2021 11:03:20,06-Jul-2021 15:02:54,28.7695,-91.8278,28.9519,-91.7746
Pelican,39,06-Jul-2021 11:03:26,06-Jul-2021 15:06:44,28.7676,-91.8122,28.9500,-91.7597
Aries,39,06-Jul-2021 11:10:09,06-Jul-2021 15:03:13,28.7676,-91.8174,28.9487,-91.7646
Walton_Smith,39,06-Jul-2021 11:10:59,06-Jul-2021 15:04:30,28.7675,-91.8236,28.9492,-91.7690
Polly,40,06-Jul-2021 15:02:54,06-Jul-2021 18:59:55,28.9519,-91.7746,28.7641,-91.8294
Aries,40,06-Jul-2021 15:03:13,06-Jul-2021 18:48:54,28.9487,-91.7646,28.7738,-91.8203
Walton_Smith,40,06-Jul-2021 15:04:30,06-Jul-2021 18:47:35,28.9492,-91.7690,28.7745,-91.8211
Pelican,40,06-Jul-2021 15:06:44,06-Jul-2021 19:02:08,28.9500,-91.7597,28.7591,-91.8143
Walton_Smith,41,06-Jul-2021 18:47:35,06-Jul-2021 23:01:36,28.7745,-91.8211,28.9473,-91.7685
Polly,41,06-Jul-2021 18:59:55,06-Jul-2021 22:49:38,28.7641,-91.8294,28.9478,-91.7756
Pelican,41,06-Jul-2021 19:02:08,06-Jul-2021 22:52:23,28.7591,-91.8143,28.9462,-91.7605
Polly,42,06-Jul-2021 22:49:38,07-Jul-2021 03:54:11,28.9478,-91.7756,28.7293,-91.8389
Pelican,42,06-Jul-2021 22:52:23,07-Jul-2021 03:55:17,28.9462,-91.7605,28.7273,-91.8247
Aries,42,06-Jul-2021 22:53:31,07-Jul-2021 03:54:17,28.9461,-91.7690,28.7294,-91.8288
Walton_Smith,42,06-Jul-2021 23:01:36,07-Jul-2021 03:54:45,28.9473,-91.7685,28.7260,-91.8357
Polly,43,07-Jul-2021 03:54:11,07-Jul-2021 08:21:56,28.7293,-91.8389,28.9543,-91.7739
Aries,43,07-Jul-2021 03:54:17,07-Jul-2021 08:21:26,28.7294,-91.8288,28.9529,-91.7635
Walton_Smith,43,07-Jul-2021 03:54:45,07-Jul-2021 08:21:17,28.7260,-91.8357,28.9515,-91.7678
Pelican,43,07-Jul-2021 03:55:17,07-Jul-2021 08:21:18,28.7273,-91.8247,28.9499,-91.7598
Walton_Smith,44,07-Jul-2021 08:21:17,07-Jul-2021 13:17:35,28.9515,-91.7678,28.7163,-91.8376
Pelican,44,07-Jul-2021 08:21:18,07-Jul-2021 13:17:08,28.9499,-91.7598,28.7150,-91.8282
Aries,44,07-Jul-2021 08:21:26,07-Jul-2021 13:16:53,28.9529,-91.7635,28.7118,-91.8337
Polly,44,07-Jul-2021 08:21:56,07-Jul-2021 13:16:51,28.9543,-91.7739,28.7167,-91.8429
Polly,45,07-Jul-2021 13:16:51,07-Jul-2021 18:28:56,28.7167,-91.8429,28.9560,-91.7666
Aries,45,07-Jul-2021 13:16:53,07-Jul-2021 18:27:32,28.7118,-91.8337,28.9589,-91.7615
Pelican,45,07-Jul-2021 13:17:08,07-Jul-2021 18:26:24,28.7150,-91.8282,28.9592,-91.7570
Walton_Smith,45,07-Jul-2021 13:17:35,07-Jul-2021 18:23:45,28.7163,-91.8376,28.9554,-91.7670
Walton_Smith,46,07-Jul-2021 18:23:45,07-Jul-2021 23:40:17,28.9554,-91.7670,28.7301,-91.8335
Pelican,46,07-Jul-2021 18:26:24,07-Jul-2021 23:39:46,28.9592,-91.7570,28.7314,-91.8239
Aries,46,07-Jul-2021 18:27:32,07-Jul-2021 23:45:47,28.9589,-91.7615,28.7302,-91.8341
Pelican,47,07-Jul-2021 23:39:46,08-Jul-2021 05:01:22,28.7314,-91.8239,28.9725,-91.7540
Walton_Smith,47,07-Jul-2021 23:40:17,08-Jul-2021 04:30:41,28.7301,-91.8335,28.9486,-91.7695
Pelican,48,08-Jul-2021 05:01:22,08-Jul-2021 10:14:17,28.9725,-91.7540,28.7343,-91.8110
